"Subject ID" "Activity Desciption" "Mean of Feature Measurements"
1 "Walking_Upstairs" -0.290413641662911
1 "Walking_Upstairs" -0.296557500822785
1 "Walking_Upstairs" -0.304261492607595
1 "Walking_Upstairs" -0.273746732526582
1 "Walking_Upstairs" -0.233501327177215
1 "Walking_Upstairs" -0.286513813105063
1 "Walking_Upstairs" -0.277698857846835
1 "Walking_Upstairs" -0.272467303050633
1 "Walking_Upstairs" -0.27407733346962
1 "Walking_Upstairs" -0.302354300060759
1 "Walking_Upstairs" -0.333785242594937
1 "Walking_Upstairs" -0.343174234591139
1 "Walking_Upstairs" -0.280950678112658
1 "Walking_Upstairs" -0.273228310721519
1 "Walking_Upstairs" -0.316671949377468
1 "Walking_Upstairs" -0.305662115987342
1 "Walking_Upstairs" -0.287394594088608
1 "Walking_Upstairs" -0.291054507763291
1 "Walking_Upstairs" -0.308043586632911
1 "Walking_Downstairs" -0.166998076371772
1 "Walking_Downstairs" -0.122899742274304
1 "Walking_Downstairs" -0.0797290609113924
1 "Walking_Downstairs" -0.0869146313797468
1 "Walking_Downstairs" -0.136052446265823
1 "Walking_Downstairs" -0.126670427578481
1 "Walking_Downstairs" -0.111420041696203
1 "Walking_Downstairs" -0.12389409878481
1 "Walking_Downstairs" -0.15662499738481
1 "Walking_Downstairs" -0.0796922698898734
1 "Walking_Downstairs" -0.0802889684227848
1 "Walking_Downstairs" -0.159896203665316
1 "Walking_Downstairs" -0.150731523377215
1 "Walking_Downstairs" -0.079157331064557
1 "Walking_Downstairs" -0.0808781267683544
1 "Walking_Downstairs" -0.136432543151899
1 "Walking_Downstairs" -0.119118053925316
3 "Standing" -0.469670012316456
3 "Standing" -0.603570644355696
3 "Standing" -0.627667909182278
3 "Standing" -0.642081956473418
3 "Standing" -0.618805178606329
3 "Standing" -0.60596914364557
3 "Standing" -0.603967503911392
3 "Standing" -0.611303436674684
3 "Standing" -0.584596790045063
3 "Standing" -0.590426752835443
3 "Standing" -0.581946437397468
3 "Standing" -0.622304380746835
3 "Standing" -0.615559544379747
3 "Standing" -0.63290962813924
3 "Standing" -0.610137228643038
3 "Standing" -0.601317007126582
3 "Standing" -0.576640718797468
3 "Standing" -0.61446935433038
3 "Standing" -0.61875710575443
3 "Standing" -0.613368031293671
3 "Standing" -0.609875347740506
3 "Standing" -0.645631147194937
3 "Standing" -0.625620674094937
3 "Standing" -0.620362369070886
3 "Standing" -0.612220379012658
3 "Standing" -0.617371754291139
3 "Standing" -0.596509607348101
3 "Standing" -0.592156055032152
3 "Standing" -0.594017801416456
3 "Standing" -0.597608691743038
3 "Standing" -0.646085920468354
3 "Sitting" -0.525227310696203
3 "Sitting" -0.588618808911392
3 "Sitting" -0.595286048192405
3 "Sitting" -0.611225385174683
3 "Sitting" -0.617704588288481
3 "Sitting" -0.604924650491139
3 "Sitting" -0.56744306275443
3 "Sitting" -0.566498736177215
3 "Sitting" -0.536966536898734
3 "Sitting" -0.562792896374684
3 "Sitting" -0.538033368246835
3 "Sitting" -0.555590270075949
3 "Sitting" -0.59193564364557
3 "Sitting" -0.629285411204684
3 "Sitting" -0.615610226292405
3 "Sitting" -0.614310025464557
3 "Sitting" -0.604552847891139
3 "Sitting" -0.607702468887342
3 "Sitting" -0.608786834729114
3 "Sitting" -0.622991865265823
3 "Sitting" -0.630119166839241
3 "Sitting" -0.617820621468354
3 "Sitting" -0.586312386887342
3 "Sitting" -0.558554697488608
3 "Sitting" -0.575928896986076
3 "Sitting" -0.583180301468354
3 "Laying" -0.540031275816456
3 "Laying" -0.615167961421519
3 "Laying" -0.605555756446203
3 "Laying" -0.612667169920253
3 "Laying" -0.604536697329114
3 "Laying" -0.622299488118987
3 "Laying" -0.61521375716962
3 "Laying" -0.622655535360759
3 "Laying" -0.633844002367089
3 "Laying" -0.606907238910127
3 "Laying" -0.606684175511392
3 "Laying" -0.590040988227848
3 "Laying" -0.600234275762025
3 "Laying" -0.608296777796203
3 "Laying" -0.564803597443038
3 "Laying" -0.584685993392405
3 "Laying" -0.601423473624051
3 "Laying" -0.594856026235443
3 "Laying" -0.585442741229114
3 "Laying" -0.580015091349367
3 "Laying" -0.579635549802532
3 "Laying" -0.58994512674557
3 "Laying" -0.583500351781525
3 "Laying" -0.612991741797468
3 "Laying" -0.611247020955696
3 "Laying" -0.586786831772152
3 "Laying" -0.584604024950253
3 "Laying" -0.58718721934557
3 "Laying" -0.572069288244304
3 "Laying" -0.5809455687
3 "Walking" -0.402522976303797
3 "Walking" -0.381670499937975
3 "Walking" -0.332182407468354
3 "Walking" -0.301462509449367
3 "Walking" -0.303593797063291
3 "Walking" -0.304590990036709
3 "Walking" -0.262492341348101
3 "Walking" -0.290913698841772
3 "Walking" -0.29524247093924
3 "Walking" -0.281269785217722
3 "Walking" -0.262050115181013
3 "Walking" -0.305545364163291
3 "Walking" -0.309284040974684
3 "Walking" -0.290637501708861
3 "Walking" -0.268058971706329
3 "Walking" -0.280119949598734
3 "Walking" -0.415367276697468
3 "Walking" -0.37881586881519
3 "Walking" -0.333317182050633
3 "Walking" -0.300437370096203
3 "Walking" -0.246639762281013
3 "Walking" -0.223954055456962
3 "Walking" -0.244666167967089
3 "Walking" -0.289488534803797
3 "Walking" -0.259560439421519
3 "Walking" -0.233497221794937
3 "Walking" -0.228704029436709
3 "Walking" -0.283855828222785
3 "Walking" -0.282616904965823
3 "Walking" -0.26552984203038
3 "Walking" -0.272443480726582
3 "Walking_Downstairs" -0.285523210396203
3 "Walking_Downstairs" -0.256029915113924
3 "Walking_Downstairs" -0.263128475601266
3 "Walking_Downstairs" -0.292207277572152
3 "Walking_Downstairs" -0.267540771152025
3 "Walking_Downstairs" -0.269848422634177
3 "Walking_Downstairs" -0.268301038
3 "Walking_Downstairs" -0.286298107426582
3 "Walking_Downstairs" -0.218643555683544
3 "Walking_Downstairs" -0.157648640788608
3 "Walking_Downstairs" -0.168639774370886
3 "Walking_Downstairs" -0.19882363711
3 "Walking_Downstairs" -0.239897252759494
3 "Walking_Downstairs" -0.209822206360759
3 "Walking_Downstairs" -0.200245721017848
3 "Walking_Downstairs" -0.140939600282278
3 "Walking_Downstairs" -0.0470669301251899
3 "Walking_Downstairs" -0.0958292001898734
3 "Walking_Downstairs" -0.109337312101266
3 "Walking_Downstairs" -0.149857038543038
3 "Walking_Downstairs" -0.122116440788608
3 "Walking_Downstairs" -0.0442682878772152
3 "Walking_Downstairs" 0.0146275825974684
3 "Walking_Upstairs" -0.417596515924051
3 "Walking_Upstairs" -0.414651156658228
3 "Walking_Upstairs" -0.392841628379747
3 "Walking_Upstairs" -0.394526275353165
3 "Walking_Upstairs" -0.379383605759494
3 "Walking_Upstairs" -0.389165783693418
3 "Walking_Upstairs" -0.395674761417722
3 "Walking_Upstairs" -0.385938493632911
3 "Walking_Upstairs" -0.407510698106329
3 "Walking_Upstairs" -0.315167189853165
3 "Walking_Upstairs" -0.31279315715443
3 "Walking_Upstairs" -0.272940316820253
3 "Walking_Upstairs" -0.266717958481013
3 "Walking_Upstairs" -0.31747757988481
3 "Walking_Upstairs" -0.310284035868354
3 "Walking_Upstairs" -0.309877227632911
3 "Walking_Upstairs" -0.329881217441772
3 "Walking_Upstairs" -0.341004886053165
3 "Walking_Upstairs" -0.349544685788608
3 "Walking_Upstairs" -0.324478154103797
3 "Walking_Upstairs" -0.308844284928734
3 "Walking_Upstairs" -0.321292752429114
3 "Walking_Upstairs" -0.326934219126582
3 "Walking_Upstairs" -0.300053687546835
3 "Walking_Upstairs" -0.295366909594937
3 "Walking_Upstairs" -0.309024389794937
3 "Walking_Upstairs" -0.294935770168354
3 "Walking_Upstairs" -0.281132801521392
3 "Walking_Upstairs" -0.28190304348481
3 "Walking_Upstairs" -0.281675348779747
3 "Walking_Upstairs" -0.310976521177215
3 "Walking_Upstairs" -0.287252056392405
3 "Walking_Upstairs" -0.276698882375949
3 "Walking_Upstairs" -0.254834674587342
3 "Standing" -0.561201279811392
3 "Standing" -0.579783153151899
3 "Standing" -0.584072075974684
3 "Standing" -0.591834134494937
3 "Standing" -0.64650902129
3 "Standing" -0.673429746358228
3 "Standing" -0.643136723635443
3 "Standing" -0.619714442931646
3 "Standing" -0.624086888637975
3 "Standing" -0.645521307108861
3 "Standing" -0.634984995795949
3 "Standing" -0.596459959389873
3 "Standing" -0.597510938507595
3 "Standing" -0.616672856834177
3 "Standing" -0.569807712583949
3 "Standing" -0.603340051667089
3 "Standing" -0.588618303470886
3 "Standing" -0.599948850824051
3 "Standing" -0.603846527253165
3 "Standing" -0.647139733044304
3 "Standing" -0.647444565468354
3 "Standing" -0.640778998649367
3 "Standing" -0.647832083265823
3 "Standing" -0.639313760925443
3 "Standing" -0.644047595781013
3 "Standing" -0.657717097267089
3 "Standing" -0.64816467945443
3 "Standing" -0.618306181363291
3 "Standing" -0.650636948237975
3 "Standing" -0.657604274158228
3 "Sitting" -0.524397442341772
3 "Sitting" -0.59913985456962
3 "Sitting" -0.610840104529494
3 "Sitting" -0.596487549593671
3 "Sitting" -0.589587214134177
3 "Sitting" -0.58076450596962
3 "Sitting" -0.59148171336962
3 "Sitting" -0.588983011210127
3 "Sitting" -0.575716300301899
3 "Sitting" -0.559152728311392
3 "Sitting" -0.576335129240506
3 "Sitting" -0.577100405722785
3 "Sitting" -0.35969305973924
3 "Sitting" -0.525742000015696
3 "Sitting" -0.616712929072152
3 "Sitting" -0.641434934529114
3 "Sitting" -0.612358241496203
3 "Sitting" -0.615117303681013
3 "Sitting" -0.605002989224304
3 "Sitting" -0.594156000132911
3 "Sitting" -0.62350726856076
3 "Sitting" -0.606218442118987
3 "Sitting" -0.601043922443038
3 "Sitting" -0.633460207408861
3 "Sitting" -0.636595140643038
3 "Sitting" -0.606556213349367
3 "Laying" -0.541934300978734
3 "Laying" -0.579026922518987
3 "Laying" -0.595091513807595
3 "Laying" -0.59600832634557
3 "Laying" -0.58062522278481
3 "Laying" -0.598542996535443
3 "Laying" -0.597748113456962
3 "Laying" -0.571228560078481
3 "Laying" -0.637702084193671
3 "Laying" -0.631913444353165
3 "Laying" -0.617718856163291
3 "Laying" -0.625823598950633
3 "Laying" -0.598375741562025
3 "Laying" -0.625905643253165
3 "Laying" -0.60901356243038
3 "Laying" -0.624483406725316
3 "Laying" -0.559355401358228
3 "Laying" -0.634930547124051
3 "Laying" -0.642795317313924
3 "Laying" -0.592019844093671
3 "Laying" -0.565168086475949
3 "Laying" -0.56888198526076
3 "Laying" -0.566023269822785
3 "Laying" -0.575150495344304
3 "Laying" -0.591491646040506
3 "Laying" -0.59413333358481
3 "Laying" -0.595080644886076
3 "Laying" -0.596144274918987
3 "Laying" -0.584835545582278
3 "Laying" -0.632764563468354
3 "Laying" -0.663892102741772
3 "Laying" -0.624348125678354
3 "Walking" -0.263914231202532
3 "Walking" -0.213324962733924
3 "Walking" -0.21346324556962
3 "Walking" -0.264228471610506
3 "Walking" -0.234654430379747
3 "Walking" -0.221732234734177
3 "Walking" -0.242084119594937
3 "Walking" -0.257396358105063
3 "Walking" -0.24223514956962
3 "Walking" -0.246482016291139
3 "Walking" -0.238189436936709
3 "Walking" -0.245384953248101
3 "Walking" -0.247517798181013
3 "Walking" -0.279249774382278
3 "Walking" -0.254412310550633
3 "Walking" -0.256862133846835
3 "Walking" -0.265057472737468
3 "Walking" -0.249927211822785
3 "Walking" -0.262460420881013
3 "Walking" -0.265663829268354
3 "Walking" -0.240689830827848
3 "Walking" -0.228487090767089
3 "Walking" -0.201727243383671
3 "Walking" -0.263372054348987
3 "Walking" -0.292753661849367
3 "Walking" -0.281589397240506
3 "Walking" -0.278277841373544
3 "Walking_Downstairs" -0.28488370355443
3 "Walking_Downstairs" -0.297341727546835
3 "Walking_Downstairs" -0.210097247658228
3 "Walking_Downstairs" -0.202812660292405
3 "Walking_Downstairs" -0.240877083091139
3 "Walking_Downstairs" -0.216293689956962
3 "Walking_Downstairs" -0.248092724620253
3 "Walking_Downstairs" -0.258687783450633
3 "Walking_Downstairs" -0.273674165518987
3 "Walking_Downstairs" -0.302714968537975
3 "Walking_Downstairs" -0.302899339367089
3 "Walking_Downstairs" -0.24178782598481
3 "Walking_Downstairs" -0.231823110515443
3 "Walking_Downstairs" -0.214083300101266
3 "Walking_Downstairs" -0.242108090234557
3 "Walking_Downstairs" -0.262798735934177
3 "Walking_Downstairs" -0.244867960564557
3 "Walking_Downstairs" -0.217242081618987
3 "Walking_Downstairs" -0.222787576522263
3 "Walking_Downstairs" -0.21552754451519
3 "Walking_Downstairs" -0.159492048672152
3 "Walking_Downstairs" -0.164636357088608
3 "Walking_Downstairs" -0.190416996872152
3 "Walking_Downstairs" -0.231687208497215
3 "Walking_Downstairs" -0.191645836616924
3 "Walking_Downstairs" -0.165648610322785
3 "Walking_Upstairs" -0.381054015172152
3 "Walking_Upstairs" -0.373097768670886
3 "Walking_Upstairs" -0.362383614468734
3 "Walking_Upstairs" -0.343272268206329
3 "Walking_Upstairs" -0.32790328913924
3 "Walking_Upstairs" -0.344426926772152
3 "Walking_Upstairs" -0.325306335379747
3 "Walking_Upstairs" -0.334612130103797
3 "Walking_Upstairs" -0.364976436367089
3 "Walking_Upstairs" -0.355942718172152
3 "Walking_Upstairs" -0.310475353922785
3 "Walking_Upstairs" -0.29883243538481
3 "Walking_Upstairs" -0.32909319823038
3 "Walking_Upstairs" -0.337678841334177
3 "Walking_Upstairs" -0.316082541243038
3 "Walking_Upstairs" -0.311641282034177
3 "Walking_Upstairs" -0.347251399936709
3 "Walking_Upstairs" -0.31170907706962
3 "Walking_Upstairs" -0.324325142829114
3 "Walking_Upstairs" -0.352897302392405
3 "Walking_Upstairs" -0.324385819670886
3 "Walking_Upstairs" -0.355287195941772
3 "Walking_Upstairs" -0.361117967444304
3 "Walking_Upstairs" -0.326385315584051
3 "Walking_Upstairs" -0.354493358263291
5 "Standing" -0.475954355202532
5 "Standing" -0.581399273196203
5 "Standing" -0.587896337483164
5 "Standing" -0.560184144294937
5 "Standing" -0.551306080473418
5 "Standing" -0.595665121522785
5 "Standing" -0.63336175963924
5 "Standing" -0.62958666978481
5 "Standing" -0.626737080249367
5 "Standing" -0.622537708544304
5 "Standing" -0.61437705443038
5 "Standing" -0.622118332025316
5 "Standing" -0.617233027331646
5 "Standing" -0.627387019988861
5 "Standing" -0.604107056623418
5 "Standing" -0.503906459544304
5 "Standing" -0.608581192189873
5 "Standing" -0.610936717612658
5 "Standing" -0.616700376039241
5 "Standing" -0.616500082250886
5 "Standing" -0.599148729189873
5 "Standing" -0.599372443365823
5 "Standing" -0.588084648696203
5 "Standing" -0.586859599265443
5 "Standing" -0.586024879486076
5 "Standing" -0.574702227537975
5 "Standing" -0.595276184402532
5 "Standing" -0.579286397997468
5 "Sitting" -0.499946311448101
5 "Sitting" -0.586545431746835
5 "Sitting" -0.630093536
5 "Sitting" -0.619229186582278
5 "Sitting" -0.592781176516456
5 "Sitting" -0.580797427941772
5 "Sitting" -0.593770435753165
5 "Sitting" -0.590195671065823
5 "Sitting" -0.591518680565823
5 "Sitting" -0.583207475582278
5 "Sitting" -0.601480941979747
5 "Sitting" -0.559252157101266
5 "Sitting" -0.595474953622785
5 "Sitting" -0.624861094901266
5 "Sitting" -0.598265924737975
5 "Sitting" -0.573267383049367
5 "Sitting" -0.580944006444304
5 "Sitting" -0.589654668874684
5 "Sitting" -0.583720397636709
5 "Sitting" -0.593018778027848
5 "Sitting" -0.580485579613924
5 "Sitting" -0.608406755932152
5 "Sitting" -0.621089269683544
5 "Laying" -0.5360391429
5 "Laying" -0.595553614283544
5 "Laying" -0.596161554201266
5 "Laying" -0.586296390683544
5 "Laying" -0.595436593724051
5 "Laying" -0.594134821013924
5 "Laying" -0.589052751705443
5 "Laying" -0.589515282531646
5 "Laying" -0.584338378312658
5 "Laying" -0.583207171427848
5 "Laying" -0.587060371189367
5 "Laying" -0.574866839021519
5 "Laying" -0.563048907620253
5 "Laying" -0.594720561811392
5 "Laying" -0.520609252708861
5 "Laying" -0.606132381173418
5 "Laying" -0.611035616237975
5 "Laying" -0.616342763996203
5 "Laying" -0.596299926856962
5 "Laying" -0.590850425227848
5 "Laying" -0.603721857081519
5 "Laying" -0.592204165551899
5 "Laying" -0.601272684781013
5 "Laying" -0.606705618753165
5 "Laying" -0.6102217646
5 "Laying" -0.610055936974684
5 "Laying" -0.578026570859494
5 "Laying" -0.586991541103797
5 "Walking" -0.302202956211392
5 "Walking" -0.30336104816962
5 "Walking" -0.301047342037975
5 "Walking" -0.285227736681013
5 "Walking" -0.260112663625316
5 "Walking" -0.300519969987342
5 "Walking" -0.365640848291139
5 "Walking" -0.341843363746835
5 "Walking" -0.325297917416456
5 "Walking" -0.288047153262025
5 "Walking" -0.234963938284051
5 "Walking" -0.230111214904304
5 "Walking" -0.286127620708861
5 "Walking" -0.294022390270886
5 "Walking" -0.304019574773418
5 "Walking" -0.28940635206962
5 "Walking" -0.261769186005063
